hash,author,date,description
3fe198a,GitHub Actions,Wed May 19 02:28:08 2021 +0000,[ci skip] Automated publish for c92e09ca1eca462a224c072ce51ac54ab0518f07
c92e09c,Erik Sundell,Wed May 19 04:26:48 2021 +0200,Merge pull request #1271 from mathbunnyru/asalikhov/fix_new_sphinx
748daef,Erik Sundell,Wed May 19 04:22:31 2021 +0200,Please markdown autoformatter
bc66428,Erik Sundell,Wed May 19 04:22:20 2021 +0200,Let makefile provide git diff when pre-commit fail
97f2cee,Erik Sundell,Wed May 19 03:52:01 2021 +0200,Merge branch 'master' into asalikhov/fix_new_sphinx
c20eefc,GitHub Actions,Wed May 19 01:46:29 2021 +0000,[ci skip] Automated publish for 25a5c0639f383ae0370b4c51502aefcc24ce557e
25a5c06,Erik Sundell,Wed May 19 03:45:55 2021 +0200,Merge pull request #1302 from dimm0/master
6d83213,Erik Sundell,Wed May 19 03:44:52 2021 +0200,Merge pull request #1293 from mathbunnyru/asalikhov/remove_unused_file
ea2cc29,GitHub Actions,Wed May 19 01:43:28 2021 +0000,[ci skip] Automated publish for b4f67140289bdf1014f30c47dd6957c060e25df1
b4f6714,Erik Sundell,Wed May 19 03:42:53 2021 +0200,Merge pull request #1274 from mathbunnyru/asalikhov/rename_cloud_to_hub
77ba142,GitHub Actions,Wed May 19 01:41:38 2021 +0000,[ci skip] Automated publish for c617f4491a0d2076b889920f3d2e6a8ffcee3b98
c617f44,Erik Sundell,Wed May 19 03:41:06 2021 +0200,Merge pull request #1295 from mathbunnyru/asalikhov/fix_dead_links
cf9a75c,Romain,Mon May 17 19:26:43 2021 +0200,Merge pull request #1304 from jakob-keller/jupyterhub_1.4.1
2673f25,Jakob Keller,Sat May 15 21:20:39 2021 +0200,Update JupyterLab to 3.0.15
b01cf84,Dmitry Mishin,Sat May 15 09:39:39 2021 -0700,Update docs/using/selecting.md
47f3601,Jakob Keller,Sat May 15 14:29:13 2021 +0200,Update JupyterHub to 1.4.1
f4c0193,Ayaz Salikhov,Wed May 12 11:50:28 2021 +0300,Merge pull request #1292 from mathbunnyru/asalikhov/css_json_yaml_style
f5464d1,Ayaz Salikhov,Wed May 12 11:45:49 2021 +0300,Merge pull request #1297 from mathbunnyru/asalikhov/remove_empty_readme
050df79,Dmitry Mishin,Tue May 11 10:27:22 2021 -0700,Added PRP managed images registry to community
1472ea6,Ayaz Salikhov,Tue May 11 15:17:13 2021 +0300,Merge pull request #1296 from mathbunnyru/asalikhov/remove_hooks_dockerignore
f008b37,Ayaz Salikhov,Fri May 7 14:34:56 2021 +0300,Remove empty README.md file
0d08cc0,Ayaz Salikhov,Fri May 7 14:17:40 2021 +0300,Remove hooks from .dockerignore
b748228,Ayaz Salikhov,Fri May 7 13:46:59 2021 +0300,Fix dead links in docs
86237e3,Ayaz Salikhov,Fri May 7 02:23:16 2021 +0300,Update docs/maintaining/tasks.md
408a793,Ayaz Salikhov,Fri May 7 02:15:47 2021 +0300,Improve text
6bef0e3,Ayaz Salikhov,Fri May 7 02:03:24 2021 +0300,Improve docs for GitHub Actions
becf59d,Ayaz Salikhov,Fri May 7 01:44:12 2021 +0300,Merge branch 'master' into asalikhov/rename_cloud_to_hub
453556b,Ayaz Salikhov,Fri May 7 00:53:06 2021 +0300,Make markdown files look prettier using prettier :)
22c0a13,Ayaz Salikhov,Fri May 7 00:49:48 2021 +0300,Remove unused all-spark-notebook/kernel.json
caa653b,Ayaz Salikhov,Fri May 7 00:39:44 2021 +0300,Do not add pre-commit hook
019b5a7,Ayaz Salikhov,Fri May 7 00:34:43 2021 +0300,Make css json and yaml style identical
09fb660,Romain,Thu May 6 20:55:56 2021 +0200,Merge pull request #1289 from mathbunnyru/asalikhov/miniforge_4_10_1
0d8bf7a,GitHub Actions,Thu May 6 17:59:08 2021 +0000,[ci skip] Automated publish for 59c973d16bcaf097800eb3f5541a5c2d874b42ae
59c973d,Romain,Thu May 6 19:58:25 2021 +0200,Merge pull request #1277 from mathbunnyru/asalikhov/fix_markdown
a3d9bb8,Ayaz Salikhov,Thu May 6 19:59:49 2021 +0300,Merge branch 'master' into asalikhov/fix_markdown
696d48c,GitHub Actions,Thu May 6 15:54:25 2021 +0000,[ci skip] Automated publish for 512afd49b92509bbb50863d71da80ff8da4cb444
512afd4,Romain,Thu May 6 17:53:41 2021 +0200,Merge pull request #1288 from mathbunnyru/asalikhov/hadolint_pre_commit
691422b,Ayaz Salikhov,Thu May 6 14:46:20 2021 +0300,Update miniforge to 4.10.1 and python version to 3.9.2
07b51d2,Ayaz Salikhov,Thu May 6 08:38:35 2021 +0300,Merge branch 'master' into asalikhov/hadolint_pre_commit
e2c3def,Ayaz Salikhov,Thu May 6 08:37:25 2021 +0300,Update versions
bbe82cb,Romain,Thu May 6 07:36:45 2021 +0200,Merge pull request #1286 from romainx/update_2021-05-04
672c4cc,romainx,Thu May 6 07:01:57 2021 +0200,Wording
4b243e8,romainx,Wed May 5 21:19:13 2021 +0200,Test Python version
b9a0f92,romainx,Wed May 5 21:17:52 2021 +0200,Rollback Python version
c9b69cf,Ayaz Salikhov,Wed May 5 16:39:32 2021 +0300,Overcome upstream issue
7de6480,Ayaz Salikhov,Wed May 5 16:01:59 2021 +0300,Delete old make step for hadolint install
55b69e6,Ayaz Salikhov,Wed May 5 15:49:44 2021 +0300,Use hadolint from pre-commit
10ee903,romainx,Wed May 5 12:53:13 2021 +0200,Fix style
3f1fc82,romainx,Tue May 4 21:58:36 2021 +0200,Fix DL3059 info: Multiple consecutive `RUN` ...
25d4876,romainx,Tue May 4 18:36:03 2021 +0200,Regular update
28817a6,Romain,Tue May 4 16:14:49 2021 +0200,Merge pull request #1285 from jakob-keller/jupyterhub_1.4.0
10aa78a,Romain,Tue May 4 15:16:54 2021 +0200,Merge pull request #1283 from jakob-keller/ubuntu_focal_20210416
186e69c,GitHub Actions,Tue May 4 06:28:40 2021 +0000,[ci skip] Automated publish for f46d59f4b6a821c8440944730598aa55c8929e99
f46d59f,Romain,Tue May 4 08:28:08 2021 +0200,Merge pull request #1279 from mathbunnyru/asalikhov/archive_spark
ef470a6,Romain,Tue May 4 07:42:26 2021 +0200,Update docs/using/specifics.md
29ca05f,Romain,Tue May 4 07:07:03 2021 +0200,Merge pull request #1284 from mathbunnyru/asalikhov/add_missing_comma_wiki
9119ab3,Ayaz Salikhov,Tue May 4 01:09:36 2021 +0300,Fix new linter error
16ec085,Ayaz Salikhov,Tue May 4 01:08:53 2021 +0300,Merge branch 'master' into asalikhov/fix_markdown
2e9eed5,Jakob Keller,Mon May 3 23:21:44 2021 +0200,Update JupyterHub to 1.4.0
7eb8c0a,Ayaz Salikhov,Tue May 4 00:01:16 2021 +0300,Add missing comma to make wiki beatiful again
d1555ed,Jakob Keller,Mon May 3 22:54:17 2021 +0200,Update Ubuntu 20.04 LTS (Focal Fossa) base image
ccc1470,GitHub Actions,Mon May 3 20:25:26 2021 +0000,[ci skip] Automated publish for 289c402e0bea60b168aa5f9654284900fc1691f7
289c402,Romain,Mon May 3 22:24:56 2021 +0200,Merge pull request #1281 from mathbunnyru/asalikhov/github_write_permissions
b1546b9,Ayaz Salikhov,Mon May 3 22:54:32 2021 +0300,Add write permissions to github jobs
fde8f1e,Romain,Mon May 3 20:33:51 2021 +0200,Merge pull request #1257 from mathbunnyru/asalikhov/python_tagging
72a34b6,Ayaz Salikhov,Mon May 3 11:06:30 2021 +0300,Update tagging/README.md
7b416fc,Ayaz Salikhov,Mon May 3 11:05:44 2021 +0300,Update tagging/README.md
e2cf1e3,Ayaz Salikhov,Mon May 3 01:21:29 2021 +0300,Improve wording
2ff7360,Ayaz Salikhov,Mon May 3 01:16:45 2021 +0300,Improve wording
cb3111e,Ayaz Salikhov,Mon May 3 01:15:53 2021 +0300,Improve wording
73a27a4,Ayaz Salikhov,Mon May 3 01:05:52 2021 +0300,Merge branch 'master' into asalikhov/python_tagging
e237c24,Ayaz Salikhov,Mon May 3 01:05:21 2021 +0300,Add tagging README [WIP]
2172a9a,Ayaz Salikhov,Mon May 3 00:54:52 2021 +0300,Add some typing
b5d6f04,Ayaz Salikhov,Sun May 2 23:28:53 2021 +0300,Delete unused hadolint ignore
0fff54f,Ayaz Salikhov,Sun May 2 23:28:32 2021 +0300,Install spark from archive.apache.org to be able to use old versions
7d7bbba,Ayaz Salikhov,Sun May 2 12:45:05 2021 +0300,Make run_simple_command part of DockerRunner
5110c72,Ayaz Salikhov,Sun May 2 11:28:05 2021 +0300,Apply suggestions from code review
bbf0ada,Romain,Sun May 2 09:41:51 2021 +0200,Merge pull request #1278 from mathbunnyru/asalikhov/remove_travis
5919734,Ayaz Salikhov,Sat May 1 14:18:11 2021 +0300,Remove travis related code
451544c,Ayaz Salikhov,Sat May 1 13:36:47 2021 +0300,Fix some errors
c5aa354,Ayaz Salikhov,Sat May 1 13:29:58 2021 +0300,Fix more errors
09db3a4,Ayaz Salikhov,Sat May 1 13:09:26 2021 +0300,Fix more errors
c2031e2,Ayaz Salikhov,Sat May 1 13:07:40 2021 +0300,Fix more errors
bf5ec60,Ayaz Salikhov,Sat May 1 12:52:41 2021 +0300,Use mdlint rules [WIP]
dfcb043,Romain,Sat May 1 11:25:46 2021 +0200,Merge pull request #1275 from mathbunnyru/asalikhov/tf_conda
27f45c7,Ayaz Salikhov,Sat May 1 11:04:44 2021 +0300,Use tagging as a module
8858a8f,Ayaz Salikhov,Sat May 1 11:00:09 2021 +0300,Change log level in one more place
ebdb383,Ayaz Salikhov,Sat May 1 10:59:09 2021 +0300,Update tagging/create_manifests.py
902d140,Ayaz Salikhov,Fri Apr 30 19:27:42 2021 +0300,Use mamba instead of conda
56a9932,Ayaz Salikhov,Fri Apr 30 09:14:04 2021 +0300,Install tensorflow from conda instead of pip
14557c1,Ayaz Salikhov,Thu Apr 29 22:00:05 2021 +0300,Rename Docker Cloud -> Docker Hub
25ec447,Ayaz Salikhov,Mon Apr 26 13:32:06 2021 +0300,Change source_suffix type (it should be a dict)
ac969ae,Ayaz Salikhov,Mon Apr 26 13:30:34 2021 +0300,Update needs_sphinx variable
0ae1e88,Ayaz Salikhov,Mon Apr 26 13:25:57 2021 +0300,Make documentation work with the latest version of sphinx
e73bc53,Ayaz Salikhov,Sun Apr 25 12:45:04 2021 +0300,Fix style
833e235,Ayaz Salikhov,Sun Apr 25 12:40:48 2021 +0300,Implement SparkInfoManifest
d7e8ed8,Ayaz Salikhov,Sun Apr 25 12:34:28 2021 +0300,Implement JuliaPackagesManifest
1839a49,Ayaz Salikhov,Sun Apr 25 12:28:29 2021 +0300,Implement RPackagesManifest
2f8934e,Ayaz Salikhov,Sun Apr 25 12:22:00 2021 +0300,Remove unused run_hook parts
0b16bd5,Ayaz Salikhov,Sun Apr 25 12:19:10 2021 +0300,Implement manifest header and improve GitHelper
f52987a,Ayaz Salikhov,Sun Apr 25 11:54:46 2021 +0300,Delete run_hook parts already implemented in python
7d57e76,Ayaz Salikhov,Sun Apr 25 11:42:49 2021 +0300,Add some manifests implementation
6c770d8,Ayaz Salikhov,Sun Apr 25 00:36:07 2021 +0300,Fix style
30e788a,Ayaz Salikhov,Sun Apr 25 00:30:29 2021 +0300,Add missing r version tagger
1464678,Ayaz Salikhov,Sun Apr 25 00:18:51 2021 +0300,Fix syntax
39a031e,Ayaz Salikhov,Sun Apr 25 00:09:43 2021 +0300,Remove unused variables
117235a,Ayaz Salikhov,Sat Apr 24 22:31:57 2021 +0300,Add logs
9c07c32,Ayaz Salikhov,Sat Apr 24 20:57:23 2021 +0300,Fix var name
57c02d6,Ayaz Salikhov,Sat Apr 24 20:42:28 2021 +0300,Add --wiki-path argument
9991d64,Ayaz Salikhov,Sat Apr 24 20:38:44 2021 +0300,Delete index update from run_hook
5039421,Ayaz Salikhov,Sat Apr 24 20:34:09 2021 +0300,Make build_line work
1f7c6cc,Ayaz Salikhov,Sat Apr 24 20:21:05 2021 +0300,[WIP] Implement draft version of manifests (build_history_line)
74fe336,Ayaz Salikhov,Sun Apr 18 11:31:23 2021 +0300,Merge branch 'master' into asalikhov/python_tagging
584f43f,Romain,Sun Apr 18 08:08:16 2021 +0200,Merge pull request #1269 from mathbunnyru/asalikhov/small_updates
a8b7682,Ayaz Salikhov,Sat Apr 17 18:20:37 2021 +0300,Add newlines
bf9660a,Ayaz Salikhov,Sat Apr 17 13:25:23 2021 +0300,Bunch of small refactorings and updates
01ae991,Ayaz Salikhov,Sat Apr 17 12:06:39 2021 +0300,Merge branch 'master' into asalikhov/python_tagging
260fb73,Ayaz Salikhov,Sat Apr 17 12:06:23 2021 +0300,Add ubuntu version tagger
e28c630,Romain,Sat Apr 17 09:17:04 2021 +0200,Merge pull request #1267 from alexander-manley/patch-1
1208587,Alexander Manley,Fri Apr 16 18:29:48 2021 -0400,Update Dockerfile
95f488d,Ayaz Salikhov,Fri Apr 16 13:38:48 2021 +0300,Merge branch 'master' into asalikhov/python_tagging
20c9b80,GitHub Actions,Tue Apr 13 17:16:41 2021 +0000,[ci skip] Automated publish for 022e517364974fcd8548efd6ba144f93ccd46d49
022e517,Romain,Tue Apr 13 19:16:01 2021 +0200,Merge pull request #1239 from trallard/feature/gh-actions-docs
7cf0a77,Tania Allard,Tue Apr 13 11:13:45 2021 +0100,:pencil2: Fix typos
26a46ca,Tania Allard,Tue Apr 13 11:08:58 2021 +0100,Update docs/contributing/stacks.md
4dee99b,Tania Allard,Tue Apr 13 11:08:47 2021 +0100,Update docs/contributing/stacks.md
5e610ce,Tania Allard,Tue Apr 13 11:08:20 2021 +0100,Add main as default
0634e9c,Tania Allard,Tue Apr 13 11:08:02 2021 +0100,Add main as default branch
8d32a52,Romain,Thu Apr 8 13:22:45 2021 +0200,Merge pull request #1263 from romainx/update_2021-04-08
fef734f,romainx,Thu Apr 8 06:34:13 2021 +0200,Fix DL3046 warning: `useradd` without flag `-l`
565af01,romainx,Thu Apr 8 06:20:32 2021 +0200,Regular update 2021-04-08
f3936a2,Tania Allard,Mon Apr 5 10:20:19 2021 +0100,:memo: Complete GitHub actions documentation
8688a35,Tania Allard,Mon Apr 5 09:01:28 2021 +0100,Merge branch 'master' into feature/gh-actions-docs
6d61708,GitHub Actions,Thu Apr 1 05:01:35 2021 +0000,[ci skip] Automated publish for a0b338c5c725815d9c30353cf0506dffd668f1df
a0b338c,Romain,Thu Apr 1 07:00:57 2021 +0200,Merge pull request #1259 from tbluejeans/recipe-deltaio
2820438,romainx,Thu Apr 1 07:00:00 2021 +0200,formatting
ef46244,Antony Neu,Sat Mar 27 10:30:43 2021 +0100,Added whitespace
1577d62,Antony Neu,Sat Mar 27 10:20:56 2021 +0100,Fixed issue with build arg
74fe490,Tony,Sat Mar 27 10:09:14 2021 +0100,Add build arg for delta lake version
fa8cea3,Tony,Sat Mar 27 10:08:54 2021 +0100,Add run of pyspark
ed67f69,Tony,Sat Mar 27 10:06:38 2021 +0100,Update docs/using/recipes.md
4d9c9bd,Romain,Sat Mar 27 07:24:07 2021 +0100,Merge pull request #1261 from moschlar/patch-1
77251cf,Moritz Schlarb,Thu Mar 25 16:23:05 2021 +0100,Update JupyterLab to 3.0.12
c06894b,Ayaz Salikhov,Tue Mar 23 00:33:15 2021 +0300,Fix image name
5d5148b,Romain,Mon Mar 22 20:04:20 2021 +0100,Merge pull request #1260 from romainx/feat-1217
8c71457,romainx,Mon Mar 22 19:02:23 2021 +0100,#1217: remove April from the deprecation notice
725a94b,Ayaz Salikhov,Mon Mar 22 17:29:27 2021 +0300,Merge branch 'master' into asalikhov/python_tagging
72d1b88,Ayaz Salikhov,Mon Mar 22 16:20:33 2021 +0300,Fix julia version tagger
27fe888,Ayaz Salikhov,Mon Mar 22 16:14:53 2021 +0300,Fix tensorflow-version tagging
355be0b,Ayaz Salikhov,Mon Mar 22 15:32:42 2021 +0300,Fix r-version tagging
14dfb27,Ayaz Salikhov,Mon Mar 22 15:00:13 2021 +0300,Improve logs
20e12b9,Ayaz Salikhov,Mon Mar 22 14:54:58 2021 +0300,Do not recreated container each time it is needed
7f83681,Ayaz Salikhov,Mon Mar 22 14:34:43 2021 +0300,Fix spark hadoop and java taggers
f8d2153,Ayaz Salikhov,Mon Mar 22 13:36:32 2021 +0300,Remove docker tag from run_hook
4d671d4,Ayaz Salikhov,Mon Mar 22 13:31:56 2021 +0300,Add images_hierarchy.py file
0833514,Ayaz Salikhov,Mon Mar 22 13:28:49 2021 +0300,Implement new taggers; add all the images; simplify code
aa2b364,Ayaz Salikhov,Mon Mar 22 00:42:00 2021 +0300,Add docker_runner new versioned tags fix images order and actually apply tags
3395de4,Romain,Sun Mar 21 17:10:30 2021 +0100,Merge pull request #1256 from tbluejeans/fix-spark-properties
430b1cd,Antony Neu,Sun Mar 21 16:04:47 2021 +0100,Formatting
646f9f4,Antony Neu,Sun Mar 21 16:01:38 2021 +0100,Added recipe for Delta lake
4376da0,Ayaz Salikhov,Sat Mar 20 21:10:59 2021 +0300,Add plumbum
ffbe758,Ayaz Salikhov,Sat Mar 20 21:02:21 2021 +0300,Apply tags from the python
5b0b25d,Antony Neu,Sat Mar 20 14:19:55 2021 +0100,Fix config formatting
9fe5186,Romain,Wed Mar 17 22:40:15 2021 +0100,Merge pull request #1254 from romainx/update_2021-03-17
d0e066e,romainx,Wed Mar 17 22:13:19 2021 +0100,Regular update 2021-03-17
d990a62,Romain,Thu Mar 4 21:30:58 2021 +0100,Merge pull request #1249 from bjornandre/patch-1
0192175,Bjørn-Andre Skaar,Thu Mar 4 08:27:14 2021 +0100,Spark 3.1.1 upgrade
29edefb,Romain,Sun Feb 28 10:25:36 2021 +0100,Merge pull request #1246 from romainx/update_2021-02-28
753abff,romainx,Sun Feb 28 06:56:36 2021 +0100,Regular update
daa8497,GitHub Actions,Sat Feb 27 19:56:35 2021 +0000,[ci skip] Automated publish for 4e8930115ac5644b93cd27252c01dc0d37b674c1
4e89301,Romain,Sat Feb 27 20:55:56 2021 +0100,Merge pull request #1245 from romainx/feat-1210-1
82405ab,romainx,Sat Feb 27 18:06:18 2021 +0100,Update comment in Dockerfile
202211f,romainx,Sat Feb 27 18:01:04 2021 +0100,Add pip in the package manager test
e94e284,romainx,Sat Feb 27 17:46:56 2021 +0100,Formatting
e8139fd,romainx,Sat Feb 27 17:29:00 2021 +0100,Mamba in base-notebook
67b8fb9,Romain,Thu Feb 25 06:43:53 2021 +0100,Merge pull request #1244 from DavidSpek/update-rmarkdown
66f8896,DavidSpek,Wed Feb 24 19:41:43 2021 +0100,update r-rmarkdown to 2.7*
4186bd1,Romain,Wed Feb 24 19:36:56 2021 +0100,Merge pull request #1243 from mathbunnyru/asalikhov/push_all_tags
e1517d1,Ayaz Salikhov,Wed Feb 24 20:49:00 2021 +0300,Push all tags in docker push command
70a7cb8,Romain,Wed Feb 24 07:00:11 2021 +0100,Merge pull request #1241 from miramar-labs/update-pyspark-notebook
ffea0d5,Aaron Cody,Tue Feb 23 16:27:49 2021 -0800,bumped spark version to 3.0.2 as 3.0.1 is no longer available for download
6cbac1c,Tania Allard,Thu Feb 18 13:27:54 2021 +0000,:camera_flash: Add supporting screenshots for docs
052225b,Tania Allard,Thu Feb 18 13:27:36 2021 +0000,:memo: Update documentation
c3d5df6,Romain,Thu Feb 11 20:37:18 2021 +0100,Merge pull request #1236 from romainx/update_2021-02-11
c84ea78,romainx,Thu Feb 11 19:49:03 2021 +0100,Regular update
016833b,Romain,Mon Feb 8 07:20:27 2021 +0100,Merge pull request #1232 from s-rog/patch-2
863421e,Roger Shieh,Sun Feb 7 19:02:56 2021 +0800,Update Dockerfile
69c3826,GitHub Actions,Sun Feb 7 08:34:12 2021 +0000,[ci skip] Automated publish for 02a9e2c03f5e5c7ae9d02807225267a7bc8ee50d
02a9e2c,Romain,Sun Feb 7 09:33:36 2021 +0100,Merge pull request #1231 from jrbourbeau/dask-jlab-3
288fb0e,James Bourbeau,Sat Feb 6 12:15:53 2021 -0600,Update dask-labextension recipe for JupyterLab 3
5cb007f,Romain,Thu Jan 28 17:42:09 2021 +0100,Merge pull request #1225 from romainx/iss-1215-1
694640d,romainx,Thu Jan 28 14:54:36 2021 +0100,Fixes #1215: remove the workaround
837c0c8,Romain,Wed Jan 27 07:14:44 2021 +0100,Merge pull request #1222 from romainx/feat-1207-2
515ab14,romainx,Fri Jan 22 15:47:27 2021 +0100,fix-permissions in home dir for r-notebook
fad26c2,Romain,Fri Jan 22 09:42:32 2021 +0100,Merge pull request #1221 from mathbunnyru/asalikhov/improve_binder
9228975,romainx,Fri Jan 22 09:36:22 2021 +0100,JupyterLab 3.0 and other updates
c439839,Ayaz Salikhov,Wed Jan 20 12:19:49 2021 +0300,Fixes
2007ba2,Ayaz Salikhov,Wed Jan 20 12:14:16 2021 +0300,Improve binder image
c42722b,Romain,Wed Jan 20 07:17:43 2021 +0100,Merge pull request #1220 from mathbunnyru/master
0544d34,Ayaz Salikhov,Tue Jan 19 21:33:27 2021 +0300,Finally use correct tag
f65e8c7,Ayaz Salikhov,Tue Jan 19 21:27:57 2021 +0300,Use correct tag
2e2057c,Ayaz Salikhov,Tue Jan 19 21:22:50 2021 +0300,Update image used in binder
aec555e,Romain,Tue Jan 19 07:10:10 2021 +0100,Merge pull request #1209 from romainx/feat-1207-1
21a94a2,Romain,Mon Jan 18 18:54:56 2021 +0100,Update README.md
92e0766,Romain,Mon Jan 18 18:54:32 2021 +0100,Update README.md
bba5431,Romain,Mon Jan 18 18:53:57 2021 +0100,Update README.md
13bf51f,romainx,Mon Jan 18 18:02:29 2021 +0100,Fix according to the review
0660736,romainx,Mon Jan 18 07:43:26 2021 +0100,Changes following the review
7e07b80,Romain,Sun Jan 17 18:59:53 2021 +0100,Merge pull request #1216 from romainx/iss-1215
9d9d019,romainx,Sun Jan 17 18:03:53 2021 +0100,Workaround for #1215
d979fa1,Romain,Sat Jan 16 09:31:33 2021 +0100,Merge pull request #1212 from romainx/feat-buildkit
9273362,romainx,Sat Jan 16 08:38:06 2021 +0100,Fix to get full log for CI builds
8d22861,romainx,Fri Jan 15 18:03:48 2021 +0100,Enable buildkit
b7aad78,romainx,Fri Jan 8 09:13:01 2021 +0100,Switch to JupyterLab by default
703d8b2,Romain,Sat Jan 2 20:34:58 2021 +0100,Merge pull request #1206 from romainx/update_2020-12-27
6282153,Romain,Sat Jan 2 19:31:05 2021 +0100,Accept review suggestion with a best comment
35d3fff,romainx,Sat Jan 2 09:31:00 2021 +0100,Basic check of extension added
6ae8512,romainx,Wed Dec 30 11:39:52 2020 +0100,Rollback to JupyterLab 2.2x
96deb9f,romainx,Tue Dec 29 20:54:30 2020 +0100,#1205: Manage both config files
9648e05,romainx,Tue Dec 29 17:51:44 2020 +0100,#1205: Fix c.ServerApp.certfile
c41616d,romainx,Tue Dec 29 17:44:16 2020 +0100,#1205: Fix the configuration in jupyter_server_config.py
e81957f,romainx,Sun Dec 27 17:02:14 2020 +0100,Regular update: 2020-12-27
d113a60,Romain,Sat Dec 26 17:22:44 2020 +0100,Merge pull request #1198 from romainx/fix_spark_java11
a0a544e,Romain,Sun Dec 20 06:45:54 2020 +0100,Merge pull request #1201 from romainx/fix_dockerignore
daff468,romainx,Sun Dec 20 05:47:12 2020 +0100,Fix .dockerignore by adding default hooks + test dirs
1dd95ba,romainx,Sun Dec 13 11:58:46 2020 +0100,Fix spark installation for Java 11 and Arrow
399cbb9,Peter Parente,Thu Dec 3 16:41:49 2020 -0500,Merge pull request #1194 from romainx/update_2020-12-01
0130403,romainx,Wed Dec 2 10:22:27 2020 +0100,Bump to miniforge / conda 4.9.2
86523f0,romainx,Tue Dec 1 22:05:21 2020 +0100,Regular update + improvements
c99a152,GitHub Actions,Sun Nov 29 19:01:34 2020 +0000,[ci skip] Automated publish for 5cfa60996e84d85f7b062ce9886ef66e2e470725
5cfa609,Peter Parente,Sun Nov 29 14:01:02 2020 -0500,Merge pull request #1192 from romainx/feat_spark_install
18d2304,GitHub Actions,Sun Nov 29 15:42:17 2020 +0000,[ci skip] Automated publish for 8ea7abc5b7bc99aaae410a8557a7c5ed155d5ff8
8ea7abc,Peter Parente,Sun Nov 29 10:41:40 2020 -0500,Merge pull request #1188 from mathbunnyru/asalikhov/remove_emacs_jed
690864e,GitHub Actions,Sun Nov 29 15:14:12 2020 +0000,[ci skip] Automated publish for d53a302fbcd0b06db245b423429a1133c7305e11
d53a302,Peter Parente,Sun Nov 29 10:13:24 2020 -0500,Merge pull request #1189 from romainx/feat_miniforge
6e7af7b,Peter Parente,Sun Nov 29 09:42:41 2020 -0500,Merge pull request #1186 from stevenstetzler/master
